Publicatiedatum;Bronsoort;Url;Geplaatst door (optioneel);WhatsApp nummer (optioneel);Bericht;Tags;Sentiment;Voltooid op (optioneel);Gereageerd op (optioneel);Afhandeltijd (optioneel);Binnen service level (optioneel);Caseowner (optioneel);Reactie(s) (optioneel);PR waarde
30-01-2019 15:21:06;facebook;https://www.facebook.com/abppensioenfonds/inbox/1632750323438460/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IktlZXMgR3JvdGV3YWwiLCJ2YXIzIjoiMzQ0NTciLCJ2YXI0IjoiMTY5NTg3NDMiLCJ1dmFyMSI6IkZhY2Vib29rIiwidXZhcjIiOiI0NDM3MyIsInV2YXIzIjoidF8xNDUzNDU1NTY4MDk2MzU2IiwiZGxhYmVsIjoiYXBnIiwiZGxvZ291cmwiOiJodHRwczovL2hvcml6b24ub2JpNHdhbi5jb20vaW1hZ2VzL2FwZy1sb2dvLnBuZyIsImRiYWNrdXJsIjoiIiwiZHJlZHVybCI6IiIsImRjb2xvciI6IjI1NTZhMSJ9 ;;neutraal;;;;;;;0
30-01-2019 14:40:21;facebook;https://www.facebook.com/abppensioenfonds/inbox/2085602461486575/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Pauline, Een belangrijke vraag! Begrijpelijk dat je hier meer informatie over wilt. Ik heb het gelijk voor je nagekeken. 🙂 Op 6 december 2018 is je pensioen ingegaan. De ingangsdatum van je pensioen ligt binnen 5 jaar voordat je de AOW-leeftijd bereikt. Dit houdt in dat je mag bijverdienen! Weet je hiermee voldoende? Zo niet, laat het mij weten. 😉 Groet, Iris ;;neutraal;;;;;;;0
30-01-2019 14:19:32;facebook;https://www.facebook.com/abppensioenfonds/inbox/2078708252175996/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IlBpZXQgUmluZ2VsYmVyZyIsInZhcjMiOiIzNTE2MiIsInZhcjQiOiIxNjk2NzAyMyIsInV2YXIxIjoiRmFjZWJvb2siLCJ1dmFyMiI6IjQ0MzczIiwidXZhcjMiOiJ0XzIwODk0MTgzMTQ0NzE2ODUiLCJkbGFiZWwiOiJhcGciLCJkbG9nb3VybCI6Imh0dHBzOi8vaG9yaXpvbi5vYmk0d2FuLmNvbS9pbWFnZXMvYXBnLWxvZ28ucG5nIiwiZGJhY2t1cmwiOiIiLCJkcmVkdXJsIjoiIiwiZGNvbG9yIjoiMjU1NmExIn0= ;;neutraal;;;;;;;0
30-01-2019 14:04:30;facebook;https://www.facebook.com/abppensioenfonds/inbox/1634390966607729/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Heel graag gedaan, Ron! En bedankt voor het mooie compliment. :)  Vriendelijke groet, Judith ;;positief;;;;;;;0
30-01-2019 13:51:28;facebook;https://www.facebook.com/abppensioenfonds/inbox/2085602461486575/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Pauline, Bedankt voor je bericht. Wil je, als je dat niet eerder al gedaan hebt, je klantnummer en geboortedatum meesturen bij een persoonlijke vraag? Dan kunnen we sneller aan de slag voor je. ;;neutraal;;;;;;;0
30-01-2019 13:51:26;facebook;https://www.facebook.com/abppensioenfonds/inbox/2085602461486575/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Niet uitglijden hoor! Iedereen veel succes met de sneeuw vandaag ❄️ Gelukkig hoef je voor vragen over je pensioen níet de weg op… Wij gaan weer gauw naar binnen om je vragen te beantwoorden. #sneeuw #winter #koud #winterweer #pensioen 🥶 ;;neutraal;;;;;;;0
30-01-2019 13:45:45;facebook;https://www.facebook.com/abppensioenfonds/inbox/2075885382458283/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Marianne, Zoals beloofd, iets later door een vertraging in ons systeem, hier je pensioenofferte. Met aanvraagformulieren. Je kunt de aanvraagformulieren straks inscannen of fotograferen. Dan kun je ze hier uploaden en zorgen wij dat ze verwerkt worden. We horen graag van je. Ook als je nog vragen hebt. :) Groet, Iris ;;negatief;;;;;;;0
30-01-2019 13:29:26;facebook;https://www.facebook.com/abppensioenfonds/inbox/2081154341931387/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Heel graag gedaan 😊 En dank je wel! ;;neutraal;;;;;;;0
30-01-2019 13:26:34;twitter;https://twitter.com/abppensioen/status/1090587068995198977/;abppensioen;;@DePcan Hoi, voor vragen over de hoogte en inhouding van de premie kun je het beste contact opnemen met je werkgever. :) ^Koen ;;neutraal;;;;;;;263
30-01-2019 13:24:22;facebook;https://www.facebook.com/abppensioenfonds/inbox/2081154341931387/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Fijn om te horen dat je zo blij bent met onze hulp 😄 Als ik je nog ergens mee kan helpen, dan hoor ik het graag! Nog een hele fijne avond! Groet, Sanne ;;positief;;;;;;;0
30-01-2019 13:21:49;facebook;https://facebook.com/2085428041504017/?comment_id=2085572008156287;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hoi Mieke, dank je. We zitten inmiddels weer binnen :) Groet, Cindy ;;neutraal;;;;;;;10
30-01-2019 13:11:27;facebook;https://www.facebook.com/abppensioenfonds/inbox/1634390966607729/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Ah, super om te lezen, Ron. Ik ben blij dat je het document binnen hebt. :) Excuses zijn zeker niet nodig. Beter te vroeg naar iets vragen, dan te laat.  Mocht je nog vragen hebben, dan weet je me te vinden.  Vriendelijke groet, Judith ;;positief;;;;;;;0
30-01-2019 13:01:15;facebook;https://www.facebook.com/abppensioenfonds/inbox/2081154341931387/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Roger,  Dat is geen enkel probleem :) Zonde van het geld die overschrijvingskosten :) We kunnen het rekeningnummer omzetten naar je buitenlands rekeningnummer. Dit kan ik zelf helaas niet voor je aanpassen. Hier moet je een formulier voor invullen. Deze zal ik je hier als bijlage toesturen.  Zodra je het formulier hebt ingevuld kun je deze inscannen of er een foto maken. Deze mag je dan hier uploaden en dan zorg ik er voor dat het formulier bij de juiste afdeling terecht komt :)  Gaat dit zo lukken?  Groet, Sanne ;;neutraal;;;;;;;0
30-01-2019 12:38:57;facebook;https://www.facebook.com/abppensioenfonds/inbox/1634390966607729/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Ron, Bedankt voor je bericht. Wil je, als je dat niet eerder al gedaan hebt, je klantnummer en geboortedatum meesturen bij een persoonlijke vraag? Dan kunnen we sneller aan de slag voor je. ;;neutraal;;;;;;;0
30-01-2019 12:32:22;facebook;https://www.facebook.com/abppensioenfonds/inbox/2075885382458283/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6Ik1hcmlhbm5lIE5pZXNrZW5zLUNvZW5lbiIsInZhcjMiOiIzNDQ1NCIsInZhcjQiOiIxNjkyMTQ4NCIsInV2YXIxIjoiRmFjZWJvb2siLCJ1dmFyMiI6IjQ0MzczIiwidXZhcjMiOiJ0XzM3MDkwMzY1MzcwMjM4MSIsImRsYWJlbCI6ImFwZyIsImRsb2dvdXJsIjoiaHR0cHM6Ly9ob3Jpem9uLm9iaTR3YW4uY29tL2ltYWdlcy9hcGctbG9nby5wbmciLCJkYmFja3VybCI6IiIsImRyZWR1cmwiOiIiLCJkY29sb3IiOiIyNTU2YTEifQ== ;;neutraal;;;;;;;0
30-01-2019 12:30:34;facebook;https://www.facebook.com/abppensioenfonds/inbox/2078618072185014/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Super om te lezen, Bert! 😄 Mochten jullie nog vragen hebben, dan horen we ze graag! ;;neutraal;;;;;;;0
30-01-2019 12:17:49;facebook;https://www.facebook.com/abppensioenfonds/inbox/1651226051590887/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Cor,  Ik ben het direct voor je gaan nakijken. De betaling is rond de 23e januari overgemaakt. :) Er is precies €2.617,22 overgemaakt. Daarover hoeft in Nederland geen belasting betaald te worden. Mogelijk moet dat wel in het land waar mevrouw Luluk woont. Dat kunnen jullie het beste navragen bij de betreffende belastingdienst.  Heb je nog meer vragen? Ik hoor ze graag! Vriendelijke groet, Koen ;;neutraal;;;;;;;0
30-01-2019 12:08:07;facebook;https://www.facebook.com/abppensioenfonds/inbox/2078618072185014/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Toos, Bedankt voor je bericht. Wil je, als je dat niet eerder al gedaan hebt, je klantnummer en geboortedatum meesturen bij een persoonlijke vraag? Dan kunnen we sneller aan de slag voor je. ;;neutraal;;;;;;;0
30-01-2019 12:05:26;facebook;https://www.facebook.com/abppensioenfonds/inbox/2078618072185014/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IlRvb3MgUm9iYmVuIiwidmFyMyI6IjM1MTYyIiwidmFyNCI6IjE2OTY1ODI3IiwidXZhcjEiOiJGYWNlYm9vayIsInV2YXIyIjoiNDQzNzMiLCJ1dmFyMyI6InRfMjIwOTc4NTc2OTI4NjU2NyIsImRsYWJlbCI6ImFwZyIsImRsb2dvdXJsIjoiaHR0cHM6Ly9ob3Jpem9uLm9iaTR3YW4uY29tL2ltYWdlcy9hcGctbG9nby5wbmciLCJkYmFja3VybCI6IiIsImRyZWR1cmwiOiIiLCJkY29sb3IiOiIyNTU2YTEifQ== ;;neutraal;;;;;;;0
30-01-2019 12:04:56;facebook;https://www.facebook.com/abppensioenfonds/inbox/1614030805310412/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6Ikxlb24gVmxpZWdlbiIsInZhcjMiOiIzNDQ1NCIsInZhcjQiOiIxNjkyODYzMyIsInV2YXIxIjoiRmFjZWJvb2siLCJ1dmFyMiI6IjQ0MzczIiwidXZhcjMiOiJ0XzE4MDU4NDIwNDYwOTUwNTciLCJkbGFiZWwiOiJhcGciLCJkbG9nb3VybCI6Imh0dHBzOi8vaG9yaXpvbi5vYmk0d2FuLmNvbS9pbWFnZXMvYXBnLWxvZ28ucG5nIiwiZGJhY2t1cmwiOiIiLCJkcmVkdXJsIjoiIiwiZGNvbG9yIjoiMjU1NmExIn0= ;;neutraal;;;;;;;0
30-01-2019 11:48:02;facebook;https://www.facebook.com/abppensioenfonds/inbox/2076053295774825/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Bram, Bedankt voor je bericht. Wil je, als je dat niet eerder al gedaan hebt, je klantnummer en geboortedatum meesturen bij een persoonlijke vraag? Dan kunnen we sneller aan de slag voor je. ;;neutraal;;;;;;;0
30-01-2019 11:42:00;facebook;https://www.facebook.com/abppensioenfonds/inbox/1436295746417253/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Graag gedaan :) Tot de volgende! Adios! ;;neutraal;;;;;;;0
30-01-2019 11:41:08;facebook;https://www.facebook.com/abppensioenfonds/inbox/1634390966607729/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Ron,  Ik ga er voor je achteraan! Ik ga daarvoor contact opnemen met mijn collega Zij is gespecialiseerd in vrijwillige voortzettingen. Ik verwacht vóór volgende week vrijdag een reactie. Zodra ik meer weet, laat ik je het direct weten. :) Heb je in de tussentijd nog meer of andere vragen? Dan hoor ik ze graag! Vriendelijke groet, Judith ;;neutraal;;;;;;;0
30-01-2019 11:35:29;facebook;https://facebook.com/2085428041504017/?comment_id=2085469521499869;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Jacob Jan Kleibergen Groetjes terug van een besneeuwd Heerlen 🙋❄️ Groet, Sanne ;;neutraal;;;;;;;10
30-01-2019 11:29:15;facebook;https://www.facebook.com/abppensioenfonds/inbox/2076053295774825/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Bram,  Zoals ik het lees, zijn dit nieuwe CAO regels en val jij helaas onder de oude regels.  Heb jij misschien nog documenten waar uit blijkt dat er sprake moet zijn van pensioenopbouw?  Groetjes, Judith ;;neutraal;;;;;;;0
30-01-2019 11:22:21;twitter;https://twitter.com/abppensioen/status/1090555812555210753/;abppensioen;;Niet uitglijden hoor! Iedereen veel succes met de sneeuw vandaag ❄️ Gelukkig hoef je voor vragen over je pensioen níet de weg op… Wij gaan weer gauw naar binnen om je vragen te beantwoorden. #sneeuw #winter #koud #winterweer #pensioen https://t.co/G660eaFTVr ;;neutraal;;;;;;;916
30-01-2019 11:11:15;facebook;https://www.facebook.com/abppensioenfonds/inbox/2076376755742479/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IlRydXVzIHZhbiBPb3N0ZW5icnVnZ2UtT3ZlcmRhbSIsInZhcjMiOiIzNTE2MiIsInZhcjQiOiIxNjkzMjIwMCIsInV2YXIxIjoiRmFjZWJvb2siLCJ1dmFyMiI6IjQ0MzczIiwidXZhcjMiOiJ0XzIwODU0ODQzMDQ4MjEyMTciLCJkbGFiZWwiOiJhcGciLCJkbG9nb3VybCI6Imh0dHBzOi8vaG9yaXpvbi5vYmk0d2FuLmNvbS9pbWFnZXMvYXBnLWxvZ28ucG5nIiwiZGJhY2t1cmwiOiIiLCJkcmVkdXJsIjoiIiwiZGNvbG9yIjoiMjU1NmExIn0= ;;neutraal;;;;;;;0
30-01-2019 11:06:30;facebook;https://facebook.com/2085428041504017/?comment_id=2085437508169737;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Een grappige reactie!... maar feitelijk niet leuk natuurlijk 🙁 Groet, Cindy ;;negatief;;;;;;;10
30-01-2019 11:02:25;facebook;https://facebook.com/2085428041504017/?comment_id=2085434018170086;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Dank je Gerda! Groet, Cindy ;;neutraal;;;;;;;10
30-01-2019 10:54:45;facebook;https://facebook.com/439703479409823_2085428041504017/;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Niet uitglijden hoor! Iedereen veel succes met de sneeuw vandaag ❄️ Gelukkig hoef je voor vragen over je pensioen níet de weg op… Wij gaan weer gauw naar binnen om je vragen te beantwoorden. #sneeuw #winter #koud #winterweer #pensioen 🥶 ;;neutraal;;;;;;;156
30-01-2019 09:51:41;facebook;https://www.facebook.com/abppensioenfonds/inbox/1436297903083704/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkFubmUgRGUgR29lZGUiLCJ2YXIzIjoiMzUxNjIiLCJ2YXI0IjoiMTY5NTYxNTEiLCJ1dmFyMSI6IkZhY2Vib29rIiwidXZhcjIiOiI0NDM3MyIsInV2YXIzIjoidF8xODAzNDkwNzQ5OTI0ODQ2IiwiZGxhYmVsIjoiYXBnIiwiZGxvZ291cmwiOiJodHRwczovL2hvcml6b24ub2JpNHdhbi5jb20vaW1hZ2VzL2FwZy1sb2dvLnBuZyIsImRiYWNrdXJsIjoiIiwiZHJlZHVybCI6IiIsImRjb2xvciI6IjI1NTZhMSJ9 ;;neutraal;;;;;;;0
30-01-2019 09:51:15;facebook;https://www.facebook.com/abppensioenfonds/inbox/2076822672364554/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkVkd2luIExhbmR6YWFkIiwidmFyMyI6IjM0NDU3IiwidmFyNCI6IjE2OTM0MzIzIiwidXZhcjEiOiJGYWNlYm9vayIsInV2YXIyIjoiNDQzNzMiLCJ1dmFyMyI6InRfMjA3NDEzNTE5NjAzNTk3OSIsImRsYWJlbCI6ImFwZyIsImRsb2dvdXJsIjoiaHR0cHM6Ly9ob3Jpem9uLm9iaTR3YW4uY29tL2ltYWdlcy9hcGctbG9nby5wbmciLCJkYmFja3VybCI6IiIsImRyZWR1cmwiOiIiLCJkY29sb3IiOiIyNTU2YTEifQ== ;;neutraal;;;;;;;0
30-01-2019 09:30:43;twitter;https://twitter.com/abppensioen/status/1090527716783345668/;abppensioen;;Direct message (Bailespeel): Graag gedaan! Ik hoor het graag als ik je verder kan helpen. Vriendelijke groet, Judith ;;neutraal;;;;;;;0
30-01-2019 09:29:26;facebook;https://www.facebook.com/abppensioenfonds/inbox/2084236314956523/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): You’re welcome, Marsha! The payment is scheduled for the 21 of February. The previous months (November, December and January) are included in this transfer. I hope my information is clear. 🙂 If there is anything else I can help you with, don’t hesitate to contact us!  Kind regards, Koen ;;neutraal;;;;;;;0
30-01-2019 09:28:13;facebook;https://www.facebook.com/abppensioenfonds/inbox/1436295746417253/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hola Antonio,  Geen enkel probleem :) Ik heb je een mailtje gestuurd met de jaaropgave! Vind jij het fijner als ik de digitale post uit zet en je alles via de gewone post ontvangt?  Ik hoor het graag!  Groet, Sanne ;;neutraal;;;;;;;0
30-01-2019 09:27:14;facebook;https://www.facebook.com/abppensioenfonds/inbox/1970970586283097/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Koert,  Afkoop is helaas niet mogelijk als je een pensioen van 60 euro per maand bedraagt. ABP koopt je pensioen af als het brutobedrag per jaar lager is dan € 484,09 Ik stuur de link van onze website mee, hier vind je de informatie over afkoop: https://www.abp.nl/uw-situatie-verandert/met-pensioen-gaan/  Mocht je nog andere vragen hebben? Ik help je graag.  Groet, Judith ;;neutraal;;;;;;;0
30-01-2019 09:18:24;facebook;https://www.facebook.com/abppensioenfonds/inbox/2084544091592412/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hihi geen probleem Birgitte :) Kan iedereen gebeuren! Als je in de toekomst wel een vraag hebt voor ons, dan horen we het graag :)  Groet, Sanne ;;neutraal;;;;;;;0
30-01-2019 09:07:22;facebook;https://www.facebook.com/abppensioenfonds/inbox/2077677725612382/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkdlZXJ0IEJldXZpbmciLCJ2YXIzIjoiMzQ0NTUiLCJ2YXI0IjoiMTY5NTg5NDkiLCJ1dmFyMSI6IkZhY2Vib29rIiwidXZhcjIiOiI0NDM3MyIsInV2YXIzIjoidF8xOTk1NDMwNjY3NDE3NjEyIiwiZGxhYmVsIjoiYXBnIiwiZGxvZ291cmwiOiJodHRwczovL2hvcml6b24ub2JpNHdhbi5jb20vaW1hZ2VzL2FwZy1sb2dvLnBuZyIsImRiYWNrdXJsIjoiIiwiZHJlZHVybCI6IiIsImRjb2xvciI6IjI1NTZhMSJ9 ;;neutraal;;;;;;;0
30-01-2019 09:07:19;facebook;https://www.facebook.com/abppensioenfonds/inbox/2077365655643589/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkpvcyB2YW4gSGVycHQiLCJ2YXIzIjoiMzQ0NTUiLCJ2YXI0IjoiMTY5NTI3NzUiLCJ1dmFyMSI6IkZhY2Vib29rIiwidXZhcjIiOiI0NDM3MyIsInV2YXIzIjoidF8yMzAzMzE4ODA2MzU4ODQ0IiwiZGxhYmVsIjoiYXBnIiwiZGxvZ291cmwiOiJodHRwczovL2hvcml6b24ub2JpNHdhbi5jb20vaW1hZ2VzL2FwZy1sb2dvLnBuZyIsImRiYWNrdXJsIjoiIiwiZHJlZHVybCI6IiIsImRjb2xvciI6IjI1NTZhMSJ9 ;;neutraal;;;;;;;0
30-01-2019 06:32:58;facebook;https://www.facebook.com/abppensioenfonds/inbox/2081154341931387/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Roger, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
30-01-2019 05:38:53;facebook;https://www.facebook.com/abppensioenfonds/inbox/1651226051590887/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Cor, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
29-01-2019 22:17:11;facebook;https://www.facebook.com/abppensioenfonds/inbox/1634390966607729/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Ron, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
29-01-2019 20:54:32;facebook;https://www.facebook.com/abppensioenfonds/inbox/2076053295774825/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Bram, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
29-01-2019 19:49:56;facebook;https://www.facebook.com/abppensioenfonds/inbox/1436295746417253/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Antonio, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
29-01-2019 19:11:59;facebook;https://www.facebook.com/abppensioenfonds/inbox/1970970586283097/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Koert, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
